tf	tg
Neurod1	Phf21b
Neurod1	Plcxd3
Neurod1	Pnmal2
Neurod1	Rab39b
Neurod1	Rab9b
Neurod1	Rap1gap2
Neurod1	Rimbp2
Neurod1	Rimkla
Neurod1	Rims3
Neurod1	Sgsm1
Neurod1	Slc24a2
Neurod1	Slc30a8
Neurod1	Slc7a14
Neurod1	Sphkap
Neurod1	Spnb4
Neurod1	St18
Neurod1	Stxbp5l
Neurod1	Syt16
Neurod1	Tmem130
Neurod1	Tmem198
Neurod1	Tmem215
Neurod1	Tmem59l
Neurod1	Tmem90a
Neurod1	Tmsb15l
Neurod1	Tnr
Neurod1	Ucn3
Neurod1	Vgf
Neurod1	Vstm2l
Neurod1	Vwa5b2
Neurod1	Wnk3-ps
Neurod1	Zdbf2
Neurog3	2010107G23Rik
Neurog3	2210010C04Rik
Neurog3	5330417C22Rik
Neurog3	Abcc8
Neurog3	Adra2a
Neurog3	Aplp1
Neurog3	Arhgdig
Neurog3	B4galt6
Neurog3	Baiap3
Neurog3	Bex2
Neurog3	Bhlha15
Neurog3	Cartpt
Neurog3	Cdhr1
Neurog3	Cel
Neurog3	Cela1
Neurog3	Cela2a
Neurog3	Cela3b
Neurog3	Chga
Neurog3	Chgb
Neurog3	Chic1
Neurog3	Chid1
Neurog3	Cldn3
Neurog3	Cldn6
Neurog3	Cldn9
Neurog3	Clps
Neurog3	Cpa1
Neurog3	Cpa2
Neurog3	Cpb1
Neurog3	Ctrb1
Neurog3	Ctrc
Neurog3	Ctrl
Neurog3	Cuzd1
Neurog3	Ddc
Neurog3	Fev
Neurog3	Fkbp11
Neurog3	G6pc2
Neurog3	Gal
Neurog3	Gcg
Neurog3	Ghrl
Neurog3	Gjd2
Neurog3	Gmppa
Neurog3	Gmppb
Neurog3	Gnat2
Neurog3	Gp2
Neurog3	Guk1
Neurog3	Iapp
Neurog3	Ica1
Neurog3	Ins1
Neurog3	Ins2
Neurog3	Insm1
Neurog3	Iqsec1
Neurog3	Isl1
Neurog3	Klhl5
Neurog3	Klk1b3
Neurog3	Klk1b5
Neurog3	Lats2
Neurog3	Lman1
Neurog3	Mcpt2
Neurog3	Mnx1
Neurog3	Mtmr7
Neurog3	Neurod1
Neurog3	Nkx2-2
Neurog3	Nkx6-1
Neurog3	Ostc
Neurog3	Pax6
Neurog3	Pcsk1
Neurog3	Pcsk1n
Neurog3	Pcsk2
Neurog3	Pdx1
Neurog3	Pla2g1b
Neurog3	Pnlip
Neurog3	Pnliprp1
Neurog3	Pnliprp2
Neurog3	Ppy
Neurog3	Prss2
Neurog3	Prss3
Neurog3	Ptf1a
Neurog3	Ptprn2
Neurog3	Reg1
Neurog3	Reg2
Neurog3	Reg3d
Neurog3	Resp18
Neurog3	Ret
Neurog3	Rnase1
Neurog3	Scg2
Neurog3	Scg3
Neurog3	Scg5
Neurog3	Scgn
Neurog3	Scn9a
Neurog3	Sec23b
Neurog3	Serpini2
Neurog3	Sez6l2
Neurog3	Sgsm3
Neurog3	Slc2a2
Neurog3	Slc2a5
Neurog3	Slc35b1
Neurog3	Slc38a5
Neurog3	Slc7a4
Neurog3	Sst
Neurog3	Syt13
Neurog3	Syt7
Neurog3	T2
Neurog3	Tff2
Neurog3	Tm4sf4
Neurog3	Tmed11
Neurog3	Tmed6
Neurog3	Tmem27
Neurog3	Trpm5
Neurog3	Ttr
Neurog3	Ufm1
Neurog3	1700086L19Rik
Neurog3	1810010K12Rik
Neurog3	1810028F09Rik
Neurog3	1810053B23Rik
Neurog3	1810058N05Rik
Neurog3	1810073G21Rik
Neurog3	2210019I11Rik
Neurog3	AI428936
Neurog3	Aqp12
Neurog3	C2cd4b
Neurog3	C2cd4c
Neurog3	Cerkl
Neurog3	D10Bwg1379e
Neurog3	Dbpht2
Neurog3	Dcdc2a
Neurog3	Efcab1
Neurog3	Entpd3
Neurog3	Epb4.1l4b
Neurog3	Erp27
Neurog3	Fam183b
Neurog3	Gcat
Neurog3	Kcnk16
Neurog3	Otud1
Neurog3	Pax6os1
Neurog3	Pdia2
Neurog3	Qsox2
Neurog3	Rab26
Neurog3	Rap1gap2
Neurog3	Rimbp2
Neurog3	Sgsm1
Neurog3	Slc30a8
Neurog3	Slc7a14
Neurog3	St18
Neurog3	Tmem215
Neurog3	Tmem238
Neurog3	Tmsb15l
Neurog3	Ucn3
Neurog3	Vwa5b2
Nfib	Palld
Nfib	Parvg
Nfib	Yap1
Nkx2-2	2210010C04Rik
Nkx2-2	5330417C22Rik
Nkx2-2	A530058N18Rik
Nkx2-2	Abcc8
Nkx2-2	Actl6b
Nkx2-2	Adam22
Nkx2-2	Adra2a
Nkx2-2	Aplp1
Nkx2-2	B4galt3
Nkx2-2	Bace2
Nkx2-2	Baiap3
Nkx2-2	Bex2
Nkx2-2	Bhlha15
Nkx2-2	Bicd1
Nkx2-2	Cadps
Nkx2-2	Car10
Nkx2-2	Cartpt
Nkx2-2	Cdh22
Nkx2-2	Cdh8
Nkx2-2	Cdhr1
Nkx2-2	Cel
Nkx2-2	Cela2a
Nkx2-2	Cela3b
Nkx2-2	Celf4
Nkx2-2	Celsr3
Nkx2-2	Chga
Nkx2-2	Chgb
Nkx2-2	Chic1
Nkx2-2	Chrm3
Nkx2-2	Clps
Nkx2-2	Cntn1
Nkx2-2	Cntnap2
Nkx2-2	Cpa1
Nkx2-2	Cpa2
Nkx2-2	Cpb1
Nkx2-2	Cplx2
Nkx2-2	Cryba2
Nkx2-2	Ctrb1
Nkx2-2	Ctrc
Nkx2-2	Ctrl
Nkx2-2	Cuzd1
Nkx2-2	Ddc
Nkx2-2	Dner
Nkx2-2	Dpp6
Nkx2-2	E330009J07Rik
Nkx2-2	Elavl4
Nkx2-2	Ero1lb
Nkx2-2	Fbxo2
Nkx2-2	Fev
Nkx2-2	Fgf12
Nkx2-2	Fkbp1b
Nkx2-2	Fmn2
Nkx2-2	Fzd3
Nkx2-2	G6pc2
Nkx2-2	Gabrb3
Nkx2-2	Gad1
Nkx2-2	Gal
Nkx2-2	Galr1
Nkx2-2	Gcg
Nkx2-2	Gdap1
Nkx2-2	Gdap1l1
Nkx2-2	Gjd2
Nkx2-2	Glp1r
Nkx2-2	Glrb
Nkx2-2	Gnaz
Nkx2-2	Gng4
Nkx2-2	Gp2
Nkx2-2	Gpr85
Nkx2-2	Gria2
Nkx2-2	Hap1
Nkx2-2	Iapp
Nkx2-2	Ica1
Nkx2-2	Ins1
Nkx2-2	Ins2
Nkx2-2	Insm1
Nkx2-2	Isl1
Nkx2-2	Jph3
Nkx2-2	Kcnip1
Nkx2-2	Kcnmb2
Nkx2-2	Kif5c
Nkx2-2	Klk1b5
Nkx2-2	Lgi1
Nkx2-2	Lrrn1
Nkx2-2	Mageh1
Nkx2-2	Mapk10
Nkx2-2	Mapk8ip2
Nkx2-2	Mnx1
Nkx2-2	Mtmr7
Nkx2-2	Myt1
Nkx2-2	Nap1l2
Nkx2-2	Nap1l3
Nkx2-2	Nap1l5
Nkx2-2	Neurod1
Nkx2-2	Neurog3
Nkx2-2	Nkx6-1
Nkx2-2	Npas3
Nkx2-2	Npy
Nkx2-2	Nrsn1
Nkx2-2	Pax6
Nkx2-2	Pcdh15
Nkx2-2	Pclo
Nkx2-2	Pcsk1
Nkx2-2	Pcsk1n
Nkx2-2	Pcsk2
Nkx2-2	Pdx1
Nkx2-2	Pdyn
Nkx2-2	Pex5l
Nkx2-2	Pnlip
Nkx2-2	Pnliprp1
Nkx2-2	Pnliprp2
Nkx2-2	Ppy
Nkx2-2	Prkar1b
Nkx2-2	Prss2
Nkx2-2	Prss3
Nkx2-2	Ptf1a
Nkx2-2	Ptprn
Nkx2-2	Ptprn2
Nkx2-2	Ptprt
Nkx2-2	Pycr1
Nkx2-2	Rasgrf1
Nkx2-2	Rbms1
Nkx2-2	Rcan3
Nkx2-2	Reg1
Nkx2-2	Reg2
Nkx2-2	Reg3d
Nkx2-2	Resp18
Nkx2-2	Rgs7
Nkx2-2	Rims2
Nkx2-2	Rnase1
Nkx2-2	Rpn1
Nkx2-2	Rreb1
Nkx2-2	Rundc3a
Nkx2-2	Scg2
Nkx2-2	Scg3
Nkx2-2	Scg5
Nkx2-2	Scgn
Nkx2-2	Scn9a
Nkx2-2	Sec23b
Nkx2-2	Serpini2
Nkx2-2	Sez6l
Nkx2-2	Sez6l2
Nkx2-2	Sgsm3
Nkx2-2	Slc25a14
Nkx2-2	Slc29a4
Nkx2-2	Slc35b1
Nkx2-2	Slc4a10
Nkx2-2	Slc7a4
Nkx2-2	Snap25
Nkx2-2	Spock1
Nkx2-2	Sst
Nkx2-2	Sstr3
Nkx2-2	St8sia3
Nkx2-2	Stmn3
Nkx2-2	Syn1
Nkx2-2	Synpr
Nkx2-2	Syp
Nkx2-2	Syt11
Nkx2-2	Syt13
Nkx2-2	Syt4
Nkx2-2	Syt7
Nkx2-2	Sytl4
Nkx2-2	T2
Nkx2-2	Tff2
Nkx2-2	Th
Nkx2-2	Tm4sf4
Nkx2-2	Tmed11
Nkx2-2	Tmed6
Nkx2-2	Tmem163
Nkx2-2	Tmem27
Nkx2-2	Trpm5
Nkx2-2	Tssc4
Nkx2-2	Ttr
Nkx2-2	Unc13a
Nkx2-2	Usp29
Nkx2-2	Zcchc18
Nkx2-2	Zdhhc2
Nkx2-2	1700086L19Rik
Nkx2-2	1810010K12Rik
Nkx2-2	1810028F09Rik
Nkx2-2	1810053B23Rik
Nkx2-2	1810058N05Rik
Nkx2-2	1810073G21Rik
Nkx2-2	2210019I11Rik
Nkx2-2	2810037O22Rik
Nkx2-2	2900001G08Rik
Nkx2-2	4832406H04Rik
Nkx2-2	4930488B01Rik
Nkx2-2	6330407J23Rik
Nkx2-2	9330182L06Rik
Nkx2-2	A230051N06Rik
Nkx2-2	A330008L17Rik
Nkx2-2	A330076H08Rik
Nkx2-2	A930009E05Rik
Nkx2-2	Accn2
Nkx2-2	Aldh1l2
Nkx2-2	Aqp12
Nkx2-2	Arhgap36
Nkx2-2	Asphd1
Nkx2-2	AU022229
Nkx2-2	B630019K06Rik
Nkx2-2	B830017H08Rik
Nkx2-2	Bai3
Nkx2-2	BB187676
Nkx2-2	BB319198
Nkx2-2	Brsk2
Nkx2-2	C030034E14Rik
Nkx2-2	C2cd4b
Nkx2-2	C2cd4c
Nkx2-2	C630004H02Rik
Nkx2-2	Camk2n2
Nkx2-2	Cdh7
Nkx2-2	Celf3
Nkx2-2	Celf6
Nkx2-2	Cerkl
Nkx2-2	Copg
Nkx2-2	Csmd2
Nkx2-2	Cxxc4
Nkx2-2	D10Bwg1379e
Nkx2-2	Dbpht2
Nkx2-2	Disp2
Nkx2-2	E530001K10Rik
Nkx2-2	Efcab1
Nkx2-2	Entpd3
Nkx2-2	Epb4.1l4b
Nkx2-2	Erp27
Nkx2-2	Etv1
Nkx2-2	Fam101a
Nkx2-2	Fam155a
Nkx2-2	Fam159b
Nkx2-2	Fam171b
Nkx2-2	Fam183b
Nkx2-2	Fam190a
Nkx2-2	Fbxl16
Nkx2-2	Gm15663
Nkx2-2	Gm17733
Nkx2-2	Gm19451
Nkx2-2	Gm5126
Nkx2-2	Hapln4
Nkx2-2	Hist1h4j
Nkx2-2	Hmgcll1
Nkx2-2	Igsf1
Nkx2-2	Kcnh8
Nkx2-2	Kcnk16
Nkx2-2	Klhl32
Nkx2-2	Lhfpl4
Nkx2-2	Lhfpl5
Nkx2-2	Lrfn3
Nkx2-2	Lrp11
Nkx2-2	March4
Nkx2-2	Mtap2
Nkx2-2	Nalcn
Nkx2-2	Nat14
Nkx2-2	Negr1
Nkx2-2	Nell1
Nkx2-2	Nfasc
Nkx2-2	Nipal1
Nkx2-2	Nol4
Nkx2-2	Pappa2
Nkx2-2	Pax6os1
Nkx2-2	Pdia2
Nkx2-2	Phf21b
Nkx2-2	Plcxd3
Nkx2-2	Pnmal2
Nkx2-2	Prss53
Nkx2-2	Qsox2
Nkx2-2	Rab36
Nkx2-2	Rab39b
Nkx2-2	Rab9b
Nkx2-2	Rap1gap2
Nkx2-2	Rimbp2
Nkx2-2	Rims3
Nkx2-2	Sdk2
Nkx2-2	Sgsm1
Nkx2-2	Slc24a2
Nkx2-2	Slc30a8
Nkx2-2	Slc35d3
Nkx2-2	Slc7a14
Nkx2-2	Slitrk6
Nkx2-2	Snph
Nkx2-2	Sphkap
Nkx2-2	St18
Nkx2-2	Tmem130
Nkx2-2	Tmem198
Nkx2-2	Tmem215
Nkx2-2	Tmem59l
Nkx2-2	Tmem90a
Nkx2-2	Tmsb15l
Nkx2-2	Tnr
Nkx2-2	Ucn3
Nkx2-2	Vgf
Nkx2-2	Vstm2l
Nkx2-2	Vwa5b2
Nkx2-2	Zfp133-ps
Nkx2-2	Zkscan16
Nkx6-1	2210010C04Rik
Nkx6-1	5330417C22Rik
Nkx6-1	A530058N18Rik
Nkx6-1	Abcc8
Nkx6-1	Adra2a
Nkx6-1	Amigo1
Nkx6-1	Bace2
Nkx6-1	Baiap3
Nkx6-1	Bhlha15
Nkx6-1	Cabp7
Nkx6-1	Cadps
Nkx6-1	Car10
Nkx6-1	Casr
Nkx6-1	Cdh22
Nkx6-1	Cdh8
Nkx6-1	Cdhr1
Nkx6-1	Cdk5r2
Nkx6-1	Cdx4
Nkx6-1	Cel
Nkx6-1	Cela2a
Nkx6-1	Cela3b
Nkx6-1	Chga
Nkx6-1	Chgb
Nkx6-1	Chic1
Nkx6-1	Chid1
Nkx6-1	Chrm3
Nkx6-1	Clps
Nkx6-1	Cnpy2
Nkx6-1	Cope
Nkx6-1	Cpa1
Nkx6-1	Cpa2
Nkx6-1	Cpb1
Nkx6-1	Cplx2
Nkx6-1	Creld2
Nkx6-1	Cryba2
Nkx6-1	Ctrb1
Nkx6-1	Ctrc
Nkx6-1	Ctrl
Nkx6-1	Cuzd1
Nkx6-1	Ddc
Nkx6-1	Derl2
Nkx6-1	Ero1lb
Nkx6-1	Fam122a
Nkx6-1	Fev
Nkx6-1	Ficd
Nkx6-1	Frzb
Nkx6-1	G6pc2
Nkx6-1	Galr1
Nkx6-1	Gcg
Nkx6-1	Gdap1
Nkx6-1	Gdap1l1
Nkx6-1	Gjd2
Nkx6-1	Glp1r
Nkx6-1	Gmppa
Nkx6-1	Gnat2
Nkx6-1	Gng4
Nkx6-1	Gp2
Nkx6-1	Hap1
Nkx6-1	Iapp
Nkx6-1	Ids
Nkx6-1	Il1r1
Nkx6-1	Ins1
Nkx6-1	Ins2
Nkx6-1	Insm1
Nkx6-1	Insrr
Nkx6-1	Isl1
Nkx6-1	Kcnip1
Nkx6-1	Kcnmb2
Nkx6-1	Kcnu1
Nkx6-1	Klk1b3
Nkx6-1	Klk1b4
Nkx6-1	Klk1b5
Nkx6-1	Ldha
Nkx6-1	Lgi1
Nkx6-1	Lman1
Nkx6-1	Lmx1b
Nkx6-1	Mapk8ip2
Nkx6-1	Mapkap1
Nkx6-1	Mdm1
Nkx6-1	Mia3
Nkx6-1	Mnx1
Nkx6-1	Mtmr7
Nkx6-1	Myo15
Nkx6-1	Myt1
Nkx6-1	Neurod1
Nkx6-1	Neurog3
Nkx6-1	Nkx2-2
Nkx6-1	Npy
Nkx6-1	Nucb2
Nkx6-1	Otoa
Nkx6-1	Pax6
Nkx6-1	Pclo
Nkx6-1	Pcsk1
Nkx6-1	Pcsk1n
Nkx6-1	Pcsk2
Nkx6-1	Pdia6
Nkx6-1	Pdx1
Nkx6-1	Pdyn
Nkx6-1	Pex5l
Nkx6-1	Pla2g1b
Nkx6-1	Pnlip
Nkx6-1	Pnliprp1
Nkx6-1	Pnliprp2
Nkx6-1	Pomc
Nkx6-1	Ppp1r1a
Nkx6-1	Ppy
Nkx6-1	Prepl
Nkx6-1	Prss2
Nkx6-1	Prss3
Nkx6-1	Ptf1a
Nkx6-1	Ptprn
Nkx6-1	Ptprn2
Nkx6-1	Pycr1
Nkx6-1	Rab37
Nkx6-1	Rasgrf1
Nkx6-1	Rcan3
Nkx6-1	Reg1
Nkx6-1	Reg2
Nkx6-1	Reg3d
Nkx6-1	Resp18
Nkx6-1	Ret
Nkx6-1	Rnase1
Nkx6-1	Rundc3a
Nkx6-1	Scg2
Nkx6-1	Scg3
Nkx6-1	Scg5
Nkx6-1	Scgn
Nkx6-1	Scn9a
Nkx6-1	Sdf2l1
Nkx6-1	Sec61b
Nkx6-1	Serpini2
Nkx6-1	Sez6l
Nkx6-1	Sez6l2
Nkx6-1	Sim1
Nkx6-1	Slc18a3
Nkx6-1	Slc29a4
Nkx6-1	Slc2a2
Nkx6-1	Slc2a5
Nkx6-1	Slc35b1
Nkx6-1	Slc38a5
Nkx6-1	Spock1
Nkx6-1	Srp68
Nkx6-1	Sst
Nkx6-1	Sstr3
Nkx6-1	St8sia3
Nkx6-1	Surf4
Nkx6-1	Synpr
Nkx6-1	Syt13
Nkx6-1	Syt4
Nkx6-1	Syt7
Nkx6-1	Sytl4
Nkx6-1	T2
Nkx6-1	Tff2
Nkx6-1	Th
Nkx6-1	Tm4sf4
Nkx6-1	Tmed11
Nkx6-1	Tmed3
Nkx6-1	Tmed6
Nkx6-1	Tmem163
Nkx6-1	Tmem27
Nkx6-1	Trp53i13
Nkx6-1	Trpm5
Nkx6-1	Tssc4
Nkx6-1	Ttr
Nkx6-1	Ufc1
Nkx6-1	Ufm1
Nkx6-1	Uggt1
Nkx6-1	Unc13a
Nkx6-1	Usp29
Nkx6-1	Yipf2
Nkx6-1	Zcchc18
Nkx6-1	Zdhhc2
Nkx6-1	0610007L01Rik
Nkx6-1	1700045I19Rik
Nkx6-1	1700086L19Rik
Nkx6-1	1810007D17Rik
Nkx6-1	1810010K12Rik
Nkx6-1	1810028F09Rik
Nkx6-1	1810053B23Rik
Nkx6-1	1810058N05Rik
Nkx6-1	1810062G17Rik
Nkx6-1	1810073G21Rik
Nkx6-1	2210019I11Rik
Nkx6-1	2310015B20Rik
Nkx6-1	2410021H03Rik
Nkx6-1	2900001G08Rik
Nkx6-1	2900046D03Rik
Nkx6-1	4930488B01Rik
Nkx6-1	4930579K19Rik
Nkx6-1	4931431B13Rik
Nkx6-1	4933417E11Rik
Nkx6-1	5033417F24Rik
Nkx6-1	5430439G13Rik
Nkx6-1	5830403M04Rik
Nkx6-1	9030612E09Rik
Nkx6-1	A030001D20Rik
Nkx6-1	A230051N06Rik
Nkx6-1	A330076H08Rik
Nkx6-1	Adora3
Nkx6-1	Aldh1l2
Nkx6-1	Aqp12
Nkx6-1	Arhgap36
Nkx6-1	Arpm1
Nkx6-1	Asphd1
Nkx6-1	AU022229
Nkx6-1	B830017H08Rik
Nkx6-1	BB319198
Nkx6-1	C2cd4b
Nkx6-1	C2cd4c
Nkx6-1	Camk2n2
Nkx6-1	Cdh7
Nkx6-1	Celf6
Nkx6-1	Cerkl
Nkx6-1	Cib3
Nkx6-1	Copg
Nkx6-1	Cxxc4
Nkx6-1	D10Bwg1379e
Nkx6-1	D630024D03Rik
Nkx6-1	Dbpht2
Nkx6-1	Disp2
Nkx6-1	E130002L11Rik
Nkx6-1	Efcab1
Nkx6-1	Enho
Nkx6-1	Entpd3
Nkx6-1	Erp27
Nkx6-1	Etv1
Nkx6-1	Fam101a
Nkx6-1	Fam159b
Nkx6-1	Fam164c
Nkx6-1	Fam183b
Nkx6-1	Fbxl16
Nkx6-1	Gipr
Nkx6-1	Gm10941
Nkx6-1	Gm12500
Nkx6-1	Gm17733
Nkx6-1	Gm17767
Nkx6-1	Gm19451
Nkx6-1	Gm3924
Nkx6-1	Gm5126
Nkx6-1	Gm6658
Nkx6-1	Hapln4
Nkx6-1	Hist1h4j
Nkx6-1	Hs3st6
Nkx6-1	Igf2as
Nkx6-1	Igsf1
Nkx6-1	Kcnk16
Nkx6-1	Klhl32
Nkx6-1	Lhfpl4
Nkx6-1	Lhfpl5
Nkx6-1	Lrp11
Nkx6-1	Mapk15
Nkx6-1	March4
Nkx6-1	Nat14
Nkx6-1	Nell1
Nkx6-1	Nipal1
Nkx6-1	Nol4
Nkx6-1	Pappa2
Nkx6-1	Pax6os1
Nkx6-1	Pdia2
Nkx6-1	Phf21b
Nkx6-1	Plcxd3
Nkx6-1	Pnmal2
Nkx6-1	Prss53
Nkx6-1	Qsox2
Nkx6-1	Rab39b
Nkx6-1	Rap1gap2
Nkx6-1	Rimbp2
Nkx6-1	Rims3
Nkx6-1	Sgsm1
Nkx6-1	Slc16a12
Nkx6-1	Slc24a2
Nkx6-1	Slc30a8
Nkx6-1	Slc35d3
Nkx6-1	Slc7a14
Nkx6-1	Slitrk6
Nkx6-1	Sphkap
Nkx6-1	St18
Nkx6-1	Stk32a
Nkx6-1	Stox1
Nkx6-1	Tmem107
Nkx6-1	Tmem198
Nkx6-1	Tmem215
Nkx6-1	Tmem90a
Nkx6-1	Ucn3
Nkx6-1	Vstm2l
Nkx6-1	Vwa5b2
Nobox	Inha
Nobox	Tle6
Nobox	Arhgap42
Nobox	Gm10632
Nobox	Rph3al
Npas3	Adam22
Npas3	Arnt2
Npas3	C77370
Npas3	Cadps
Npas3	Celf4
Npas3	Chst2
Npas3	Cntn1
Npas3	Crmp1
Npas3	Ctnna2
Npas3	Dner
Npas3	Elavl4
Npas3	Fam19a5
Npas3	Fmn2
Npas3	Fzd3
Npas3	Gabrb3
Npas3	Gad1
Npas3	Glrb
Npas3	Gnaz
Npas3	Gpr85
Npas3	Gria2
Npas3	Grip1
Npas3	H2afy2
Npas3	Hdgfrp3
Npas3	Kif3a
Npas3	Kif5c
Npas3	Lrrn1
Npas3	Lrrtm2
Npas3	Magee1
Npas3	Mapk10
Npas3	Nap1l2
Npas3	Nap1l3
Npas3	Nap1l5
Npas3	Nbea
Npas3	Nxph1
Npas3	Pak3
Npas3	Pde10a
Npas3	Prmt2
Npas3	Rims2
Npas3	Scg3
Npas3	Scn8a
Npas3	Sgtb
Npas3	Snap91
Npas3	Stmn3
Npas3	Synpr
Npas3	Syt11
Npas3	Syt4
Npas3	Tram1l1
Npas3	Zcchc18
Npas3	Zfp354c
Npas3	2810037O22Rik
Npas3	4832406H04Rik
Npas3	4930488B01Rik
Npas3	6330407J23Rik
Npas3	9330184L24Rik
Npas3	A930009E05Rik
Npas3	Arxes1
Npas3	B630019K06Rik
Npas3	Bai3
Npas3	Brsk2
Npas3	C030034E14Rik
Npas3	Cxxc4
Npas3	D630045J12Rik
Npas3	Dlgap1
Npas3	E130309F12Rik
Npas3	Fam155a
Npas3	Fam171b
Npas3	Gabra4
Npas3	Hist3h2ba
Npas3	Lhfpl3
Npas3	Lhfpl4
Npas3	Lonrf2
Npas3	Lrrtm4
Npas3	Mtap2
Npas3	Mtap7d2
Npas3	Nalcn
Npas3	Negr1
Npas3	Nfasc
Npas3	Nol4
Npas3	Nrxn1
Npas3	Phactr3
Npas3	Pnmal2
Npas3	Rab39b
Npas3	Rimkla
Npas3	Rnf182
Npas3	Rnft2
Npas3	Slc35f1
Npas3	Srsf12
Npas3	Stox2
Npas3	Syt16
Npas3	Tmem108
Npas3	Tnr
Npas3	Trim9
Npas3	Zc4h2
Pax6	A530058N18Rik
Pax6	Abcc8
Pax6	Actl6b
Pax6	Adra2a
Pax6	Antxr2
Pax6	Aplp1
Pax6	Bex2
Pax6	Bicd1
Pax6	Cabp1
Pax6	Cabp7
Pax6	Cadps
Pax6	Car10
Pax6	Cat
Pax6	Cdh22
Pax6	Cdh8
Pax6	Cdhr1
Pax6	Cdk5r2
Pax6	Cdx4
Pax6	Celf4
Pax6	Celsr3
Pax6	Chga
Pax6	Chgb
Pax6	Chic1
Pax6	Cntn1
Pax6	Cntnap2
Pax6	Crmp1
Pax6	Cryba2
Pax6	Dner
Pax6	Elavl4
Pax6	Eml5
Pax6	Ero1lb
Pax6	Fbxo2
Pax6	Fgf12
Pax6	Fkbp1b
Pax6	Fmn2
Pax6	Fzd3
Pax6	G6pc2
Pax6	Gabrb3
Pax6	Gad1
Pax6	Galr1
Pax6	Gdap1
Pax6	Gdap1l1
Pax6	Gjd2
Pax6	Glrb
Pax6	Gnat2
Pax6	Gnaz
Pax6	Gng4
Pax6	Gpr19
Pax6	Gpr85
Pax6	Gria2
Pax6	Hap1
Pax6	Iapp
Pax6	Ina
Pax6	Ins1
Pax6	Ins2
Pax6	Insm1
Pax6	Isl1
Pax6	Kcnip1
Pax6	Kcnmb2
Pax6	Kcnu1
Pax6	Kif5c
Pax6	Lgi1
Pax6	Mapk8ip2
Pax6	Mdm1
Pax6	Mnx1
Pax6	Mtmr7
Pax6	Myt1
Pax6	Myt1l
Pax6	Nap1l2
Pax6	Neurod1
Pax6	Nkx2-2
Pax6	Nkx6-1
Pax6	Nrsn1
Pax6	Pclo
Pax6	Pcsk1
Pax6	Pcsk1n
Pax6	Pcsk2
Pax6	Pdx1
Pax6	Pdyn
Pax6	Pex5l
Pax6	Pnlip
Pax6	Ppy
Pax6	Prepl
Pax6	Ptprn
Pax6	Ptprn2
Pax6	Pycr1
Pax6	Pycr2
Pax6	Rasgrf1
Pax6	Rcan3
Pax6	Rem2
Pax6	Resp18
Pax6	Rims2
Pax6	Rundc3a
Pax6	Scg2
Pax6	Scg3
Pax6	Scg5
Pax6	Scgn
Pax6	Scn9a
Pax6	Serpini1
Pax6	Sez6l
Pax6	Sez6l2
Pax6	Slc29a4
Pax6	Slc4a10
Pax6	Snap25
Pax6	Spc25
Pax6	Spock1
Pax6	Srrm3
Pax6	Sst
Pax6	Sstr3
Pax6	St8sia3
Pax6	Stmn3
Pax6	Syn1
Pax6	Synpr
Pax6	Syt13
Pax6	Syt4
Pax6	Syt9
Pax6	T2
Pax6	Tmem163
Pax6	Trpm5
Pax6	Tssc4
Pax6	Unc13a
Pax6	Zcchc18
Pax6	Zdhhc2
Pax6	1500011B03Rik
Pax6	1700086L19Rik
Pax6	2210019I11Rik
Pax6	2810037O22Rik
Pax6	2900001G08Rik
Pax6	4832406H04Rik
Pax6	4930488B01Rik
Pax6	5430439G13Rik
Pax6	6330407J23Rik
Pax6	6330415G19Rik
Pax6	9330182L06Rik
Pax6	A230051N06Rik
Pax6	A330008L17Rik
Pax6	A330076H08Rik
Pax6	A930009E05Rik
Pax6	Accn2
Pax6	Aldh1l2
Pax6	Arhgap36
Pax6	Asphd1
Pax6	B830017H08Rik
Pax6	Bai3
Pax6	BB187676
Pax6	BB319198
Pax6	Brsk2
Pax6	C2cd4b
Pax6	Camk2n2
Pax6	Cdh7
Pax6	Celf6
Pax6	Cerkl
Pax6	Cxxc4
Pax6	Dbpht2
Pax6	Disp2
Pax6	E130002L11Rik
Pax6	E130309F12Rik
Pax6	Efcab1
Pax6	Enho
Pax6	Entpd3
Pax6	Etv1
Pax6	Fam155a
Pax6	Fam171b
Pax6	Fam190a
Pax6	Fbxl16
Pax6	Gipr
Pax6	Gm10941
Pax6	Gm19451
Pax6	Gm3924
Pax6	Gm5126
Pax6	Gpr158
Pax6	Hapln4
Pax6	Hist1h4j
Pax6	Igsf1
Pax6	Kcnh8
Pax6	Kcnk16
Pax6	Klhl32
Pax6	Lhfpl4
Pax6	Lhfpl5
Pax6	Lrp11
Pax6	March4
Pax6	Mrgpre
Pax6	Mtap2
Pax6	Mtap9
Pax6	Nalcn
Pax6	Nat14
Pax6	Nfasc
Pax6	Nol4
Pax6	Pax6os1
Pax6	Pcyt1b
Pax6	Phf21b
Pax6	Pnmal2
Pax6	Prss53
Pax6	Rab39b
Pax6	Rab9b
Pax6	Rimkla
Pax6	Rims3
Pax6	Rnf182
Pax6	Sgsm1
Pax6	Slc24a2
Pax6	Slc30a8
Pax6	Slc7a14
Pax6	Sphkap
Pax6	Spnb4
Pax6	St18
Pax6	Stk32a
Pax6	Tmem130
Pax6	Tmem198
Pax6	Tmem215
Pax6	Tmem90a
